id,cluster,k
ANID_269e9d28962aea9115360bccde27c115,3,6
ANID_2805b7797b3e7ba2266a0a1905879b4d,5,6
ANID_2f0f4bc143206c79207f3519a6e8eefe,5,6
ANID_300cdb8e34706fb420f95963efe6b30d,5,6
ANID_30899a0ade6206208de16ddea10e2e67,4,6
ANID_344be1546f5544669e9d1907a9552d84,5,6
ANID_373c797ee3a4bee8a58bb1dfc8b25428,3,6
ANID_38f3295ef2c0f05f988fe4278ae55def,4,6
ANID_3974e4fd27f7b1f1c0e6c589edd4dc8e,3,6
ANID_3ad6367b4bce0fce2f1db742d7082d0b,5,6
ANID_3b15aadbe175d336f35c7610faac55e4,4,6
ANID_3cbf0c00e4de45fc4dba94e7de69068d,5,6
ANID_3e822ff69a222a32a36a27c07ba79259,5,6
ANID_3fdf6184f216f40a5e75b7ebd7b94ee2,3,6
ANID_442b5167e09103c6ac497ce76161c461,3,6
ANID_47af5e129af870955479ed650495b295,4,6
ANID_4ce72586fca31df42a305357deb99930,4,6
ANID_4e41b557a150510c6277fb6938b1562e,5,6
ANID_4e45f422abe2f913393b39d1cf7f043b,4,6
ANID_523df9f34a0fbd46ffdb36568617a0a7,4,6
ANID_53efa9f0a8eb3a60b5e3bb3aaf709998,4,6
ANID_57a9ac73d87e36acde27c6ff31f410af,5,6
ANID_5b1bcade7def555c48e38c6144602b04,5,6
ANID_5ce90e3632fdc557d6740b9e1bb83549,5,6
ANID_5e534e118b3059d3dfa3e0c64c5ca401,3,6
ANID_6325e888a74d672f1de31be6dbe25f36,4,6
ANID_64e616a285246dd5e24ae1c6705d3050,4,6
ANID_6986ac6c5df118d9dd7ad8d536c7c552,5,6
ANID_6992bee504ef1f8b21174d56e637c70a,3,6
ANID_6ac0f0bc76ee9b4d503e5b7ae41e5069,3,6
ANID_6fa5a5eeaf6bde4830ddca5115e3f210,5,6
ANID_7159f536bd3ef9611f4491ca35814633,5,6
ANID_71e437ca759197f1be751e58ab4569f2,5,6
ANID_7468e4552764582c830b64d927eb374a,4,6
ANID_7568305651f499c3f37ac3de1f01d4c9,5,6
ANID_7bec25c3ccba579e2cfe7b0ac164fd1b,4,6
ANID_7d08f96b0221ac2e3103f4192a4f2cf5,5,6
ANID_7d0f0061cb59e23a4551c2d8b7a13c25,3,6
ANID_7f8cfdecae5bf1fd802fb5c7ba07b34f,4,6
ANID_80a3cb486cd101cf8caef4836405d1ed,4,6
ANID_84b02f419764badab1fdb83683b19bb5,5,6
ANID_86dcb6faf3a2b2d383f33caa01882ce4,5,6
ANID_8c3b1a71749478c4bdf16e66be1a2356,5,6
ANID_8dffd1965e1f4fc7f3805db351677794,5,6
ANID_9006b50ab8b8426a88aa00ee70d82fc3,5,6
ANID_912d0fb4b99dd6be7956100723dd4106,5,6
ANID_92aba56059333431c26c4e0fc277b3f2,3,6
ANID_9635e8962cff5f66f305f39a571d890b,5,6
ANID_98f1db7576bac4f06c124f8f1e6acaea,3,6
ANID_9ed2e2b0062aad59e8de2118578c09ff,5,6
ANID_Infor_0e4dc18eb9c8d5b80cdc21ab77cbb491,5,6
ANID_Infor_12b7c1632b2e42b60e3aaa7a1c1d75e5,3,6
ANID_Infor_1642567f23ffc8add575f86606891dd4,3,6
ANID_Infor_18524c00319ae17c43d103a83f576462,3,6
ANID_Infor_306b472bfa31f549e2b5a480507b085b,3,6
ANID_Infor_3a2d0a93544a0e64c19f1daeb4abad5c,5,6
ANID_Infor_4107284e2c9becb4e3b84b02445fc0d8,5,6
ANID_Infor_4191714c707b14cb8aabd3d9a00a717d,3,6
ANID_Infor_4ca3f26abe4f9a21b3cb428c1eedd148,3,6
ANID_Infor_5cb3995c0ad8304748ca7e66e1134dfa,5,6
ANID_Infor_670be884d10edf27f9a708611f59eae1,5,6
ANID_Infor_688458dcd23cf091cc065083c0716be7,3,6
ANID_Infor_71e705214d4a67e31358373e920af3d6,5,6
ANID_Infor_7449b64b5de076a73e7438da8fae748c,5,6
ANID_Infor_77c4cb35f133582c7c060e609072b23e,3,6
ANID_Infor_85729c0f4b4851b4f861a4270b4c24a7,5,6
ANID_Infor_858c29326e827ce92eb03eda66120f33,3,6
ANID_Infor_899c535bc799383ef03331bed4c4ea7d,3,6
ANID_Infor_8f497265a79c67ea49a68c5b47c1c969,3,6
ANID_Infor_91ec8ebff3c7dfbb4fa85ded892c6fc9,3,6
ANID_Infor_9bcb34af2869e93b977bad19a879309e,4,6
ANID_Infor_a4e072b5fc3c8dc745253e844330f2d4,3,6
ANID_Infor_a4e3040984b0a47f30258c494ed302d0,3,6
ANID_Infor_a77f02560ba322fba5deb93991af7e27,3,6
ANID_Infor_acd8c7be3c53f27424e03ce60ff0daa8,5,6
ANID_Infor_b3ab3bead2b05ed037cf39591de2dacd,4,6
ANID_Infor_bc11a89554e9c6bc1025522777f0b73e,5,6
ANID_Infor_c841c7777d923d7abfb2bcad3a168bfb,5,6
ANID_Infor_c95470af927f69fb6f35c82af104f77f,5,6
ANID_Infor_d1743f4c1f6db5bbd8d7da0d4e27ff69,3,6
ANID_Infor_da964d12801999d36006d8e543db9601,3,6
ANID_Infor_f8f518c988c0832cb1aef984b82ef748,5,6
ANID_a3dca77714b757527e81a3c59e7cf14f,3,6
ANID_a4c6a0642e9ddef6471585da99ceff5b,3,6
ANID_b2b83c83b2ba5ffc7ed4737bc7f426d8,5,6
ANID_b4db55af3ae3ceb25b7332ca56228e50,3,6
ANID_b7e18cd05742fc0cb54b190612db770f,3,6
ANID_bccb2d66df901203b4246ccc8f118c95,3,6
ANID_c0925d1edfc5bcece55ee4104ae98af9,5,6
ANID_c34a0efa36bb918310999750ba773a79,4,6
ANID_c7a94e75a7156a994c5e2dc82f1dbf56,3,6
ANID_c7c0b80221d05968190764e831bebe67,5,6
ANID_c941dbec3a655fe22132db8919d45b17,5,6
ANID_cb87fb19f93773e6b9eef61f90be742c,5,6
ANID_d6ad8ec76a565696785e21c03792cc8b,3,6
ANID_d7d45b77fd926c55de777ef4ef7555cc,5,6
ANID_dab01b132f58ad5e7a9f4abc9b00fde1,3,6
ANID_db7ecafdc35a7ed0e2792137ad97128a,5,6
ANID_dbb0ceb67fe7c0cda47970c7963341b6,5,6
ANID_dbd6920689ef4012f944635058c29d23,4,6
ANID_de7ed6e2238249ef0ddd66cb227ab032,4,6
ANID_dff7c6b7f97f5231ae10adfe0edd7203,5,6
ANID_e0c0f82b2311038dfebf54002ec06dc8,5,6
ANID_e261b377bb742dbd86a9d8b77dfb162b,5,6
ANID_e55c7c7e26a814d871429ddcc8af1ebf,5,6
ANID_e6411a030c5904ea99ce1bda5b3800bd,4,6
ANID_e8bff29680ab169c7efa911460fde389,3,6
ANID_ed669e84fd0fcdc9343b4453b7d9178c,3,6
ANID_ed7d56de0ae729fdaeb6a09e9582da53,3,6
ANID_ed9b6f1dfc76f56f94f99c6cf9756cb2,5,6
ANID_ef413a30a988e222f2e512e025b75cf2,5,6
ANID_f54cc29aec6fded06506d2cf3be315a0,4,6
ANID_f5522d3a8981e93245725c8374525226,5,6
ANID_f77a922f22b3f88276e58dbb89ef9a6a,5,6
ANID_fb3172ee2117fd2cc47f7f1bb055436a,5,6
ANID_ff2c32142b129a447c0cbf37575eebc9,5,6
PUC_009f87c6c37fa4e1b8611ab3f0a45fd2,5,6
PUC_01276afa8e4e67071d27b55924ab5f60,5,6
PUC_01bd969bcdaa44563646fd5465010e90,5,6
PUC_02193ddf98c3ab350ef422450ec1c9e5,5,6
PUC_0265012e3b433cd72dccd985908b6303,5,6
PUC_03ad6aa20b42235f02398c586f7209f8,5,6
PUC_03c04db8e06d14c605b5fda431f11a02,5,6
PUC_047879722b8e4234ca4e5f2ebc9ed358,5,6
PUC_05ad9c385ec566c61e2efa60e1980a1b,5,6
PUC_05b475c1cc99e6b1f1f6ebf00866757a,5,6
PUC_05b884bfee8dca56b6031cecbdd056ff,5,6
PUC_05ee0758da507f7e23d289ea4b3f42a1,5,6
PUC_062f7196789b42017568cae8c169692d,3,6
PUC_065358c681fc311bfda51d15112ca65c,2,6
PUC_06fc7f01b043684ee5a1c575ab63a5ef,5,6
PUC_074ff5e7df7a68fe5e235931485d42c9,5,6
PUC_09105729e4deaf3da365a3378376fb32,5,6
PUC_0949749ab358f0e509c0fe86d704139b,5,6
PUC_09869b10abdcdd0e9a2696ef7fb19453,5,6
PUC_0a21d0e01efda348cd415107ef97494b,2,6
PUC_0a32bfcfac40a780e0171ae0476609f3,5,6
PUC_0b9d70528419b05c80c124d1cf604ad2,5,6
PUC_0c66ac78084699dac3194c6c5497d9b3,5,6
PUC_0cd6a0ea80e13f0780974482abae8d32,5,6
PUC_0db92961fb86f3f515dde20bb65884ec,5,6
PUC_0de2ea7a1b90da8409b9b79ce3dc5d3e,5,6
PUC_0e7c457f4880b0c46ebc3affeca6915f,5,6
PUC_0eea7251085cb1f64c9587988d1520b1,5,6
PUC_0fde92dcab52476c1da26edfc149a50b,5,6
PUC_0fdf94096bcf8657bfa2702f911a483f,5,6
PUC_11bcc00fa19bc69e064f58c17198bca4,5,6
PUC_12a6be75c8b6f4b1777ff967d13fcc3e,5,6
PUC_12f468766db4f381bc852516f6e4697e,5,6
PUC_1386d4febd971011e621feedf863af73,5,6
PUC_13ad4d28f5cbc5ffdd465ef6bbc5cd2d,5,6
PUC_142bc73c24e43381cfe07771cdbe28a6,5,6
PUC_14ce5f803ebf9d6d2d9c8ff329f825b0,5,6
PUC_167a75a64af733a577df9a07ad00e426,5,6
PUC_19cd89d5dac2074165504adae456810b,5,6
PUC_1aa2816f73bd28c6f84a8c41fbe89341,5,6
PUC_1b62d4ea7e8946490a5cd9fc509b234b,5,6
PUC_1bd560d1e5a61f6ccc08296a63892e63,5,6
PUC_1c74eebcd1d740bf6b42e043b15201c9,3,6
PUC_1d01c6c0cf1815a8d3ac56f7d03ef890,5,6
PUC_1d9e385cc80f57b1dabb5228593a9548,5,6
PUC_1df04718492d1412f572e09bab512f69,5,6
PUC_1e1f6b8e9bb674ae61b31e72a7807df7,5,6
PUC_1e315af5beabd11b2ccabb423a11a0a0,5,6
PUC_1e841cda9c15b47e2b4f50163ebbe5b8,5,6
PUC_1eb3820f3d9c38bb10c690a6c92e6c3c,5,6
PUC_1ed77b1e31e3546a069827aab37089e7,3,6
PUC_2008dc342d3245f36f18cd2e2bf47cab,5,6
PUC_2042d28da2f6ab9b7c578d60f34d8976,5,6
PUC_20aec2aaa2385b1cea9daac8791b0131,5,6
PUC_211b8278c54fb80cb87c9847a97ce5df,5,6
PUC_22041600cdb623f663bd379caf58e722,5,6
PUC_2248450465673f4a343ba1928c488178,5,6
PUC_2275b9769ab99f7d26509690d3a36472,5,6
PUC_22b31a32e1e8fa54d8e66f6c475e35a9,5,6
PUC_22e0352b0a3bb0873f0719ff59aa18a2,5,6
PUC_23625eb2c8bec980a5559ed097d5dd2e,5,6
PUC_236ba762e2705248ce098be172d60353,5,6
PUC_239c1c609aa8ee6767f53613ff50a5cc,5,6
PUC_23b83d53b3c28a5448b2ccc21fa9edd5,5,6
PUC_2405309fd29181a0b3ab5028a9865428,3,6
PUC_2644b7d83cb6981ba71330acb62780f2,5,6
PUC_26d0b58b04eaec48f7ce87fdc21b9a81,5,6
PUC_27c6e66eca012f611d0b9c6730c42e87,5,6
PUC_2855db7893f2c492f1bcf296e62f3345,5,6
PUC_286184a6111e68e096ebcf641454f124,5,6
PUC_286f36d9d9b958b6a430e2d3db08dd3f,5,6
PUC_2885485f21a346b5d48d03e741b00559,5,6
PUC_28b2e8e1be5cc2c2ffde733e926d7b3d,5,6
PUC_296ae46b9b5bdf5e5a609430471b16aa,5,6
PUC_298f2d0b0b5fa8154bc006daabb2ceb1,5,6
PUC_2a3492fae3495f3ba7094f2973f52fdc,5,6
PUC_2b0d72dfde132b3ed8e08cadd6325ce2,5,6
PUC_2b3cbdecf23a8967090529d9beaccfaf,5,6
PUC_2c37e20fe0f520b73836d2ae7c3bca54,5,6
PUC_2cf19007c2cc47619acec75bf6a3ce09,2,6
PUC_2cffbd3c5a34d8a583026e0b188567fb,5,6
PUC_2dbbc613d1d5ada87d0d59d37ebfc2d6,5,6
PUC_2e9ccc17ea0912ade3b6f8d31f34a33d,5,6
PUC_2ee7426712a6e2b30e7333ae4466c8d8,5,6
PUC_2f22f51a77d186b879cc3d81da468fac,5,6
PUC_2f87b11e1bbc6053b01b004bc9a12b1c,5,6
PUC_300f1284909190c3aef3765716f4b29d,5,6
PUC_303a10946d064c9ac804271cd9b7106a,5,6
PUC_31b5fb150006a2f94b3da04bd3952172,5,6
PUC_32bd6cd9b61a5bf48eec15acd0eaaa1a,5,6
PUC_337765fc5942c6cf3fc7a8d1a7fa27bd,5,6
PUC_340811275bd996cd295eacc362eff5ab,5,6
PUC_345e5abcaa9f8d375eac42344d5f3ac1,5,6
PUC_34689fc58c5ed3d123f5da2702b284be,5,6
PUC_347a7b2b33e97d4a90db5d234f5ca5b5,5,6
PUC_34caf3dd62071a032e2346f918b4c557,5,6
PUC_3547eff2784a0a1143cdc4a1f3ce3a28,5,6
PUC_366b4b613d75400e7386b3ddfe23aa4d,5,6
PUC_376f8931cd955c285f1de61d777fc2da,5,6
PUC_386d02fb65abd8bf9a1878ea072acc47,5,6
PUC_3907b8ffeb2e6348132e273edf3838dc,5,6
PUC_392d16984280124b206a09d4489273f6,5,6
PUC_3932f57b6de1fb58392fee0e6208c1f8,5,6
PUC_3940051a89da57f9d137fd00d8165119,5,6
PUC_396bf7494d4e8f8d8e52a434e0235032,5,6
PUC_3ac4c32a5fa78efbfedb49eca0e8d9d9,5,6
PUC_3ad1bdd8343de7447e3a60def348bf4e,5,6
PUC_3c2a4fe4471faa5a8eb3c808b48f932b,5,6
PUC_3c498b0e30b6b03b147f78360e8264f3,5,6
PUC_3c76d8df0f83784bf6911f3e1a1c286d,3,6
PUC_3cccfddd2ba4f3d5b1292d361ddaa92c,5,6
PUC_3d7ed903c4eaa9936384473f91dbdaa4,5,6
PUC_3e11fc1ff48e21b9fcb0bcc0c3e18d12,2,6
PUC_3e2560d6b64ca3973a7ad8dc0a4d275a,5,6
PUC_3ed8a429dd8afba4496c4ca767a565d9,5,6
PUC_3f1691615a5b833c7da3d9af8470c1ae,5,6
PUC_3f2f8039a75079615480bad3747dcd9d,2,6
PUC_3ffea4c65bcebfac5d52d61f8255a47b,2,6
PUC_4004e86e7e04b565b8f8c0e3890c8ca6,5,6
PUC_405d54969c6b9a40a708793b1f5c8c7e,5,6
PUC_40640db7d784f481cbf7d6af1a2ddece,3,6
PUC_4139f8a10d6e7b3babadec320f84e1cf,5,6
PUC_421e326f1a86d4f6853ce77ed63f2402,5,6
PUC_423ca7a61b810c54f1b179805a5ce3f8,5,6
PUC_431968766c9b27335948de33dc5bd048,5,6
PUC_437a55e22a5fbedb760f0c87439f0a68,5,6
PUC_4390dd4eb323747a15a8ff7c2fed50c7,5,6
PUC_43b49ec956a5a0b1107bba4a84a5a73a,5,6
PUC_43c1f33b0ce3b233fe593c52f96919fa,3,6
PUC_4474fa324ce14ae5cf5b742af70238f0,5,6
PUC_44a834054e00aa07dcc619306405cca1,5,6
PUC_45341151eb4d0fa5bfa4ac21cf9e492c,5,6
PUC_455615cb02e6da1f09c251667cfb6cf9,4,6
PUC_45df9f9f990d161898581f50efbd018b,5,6
PUC_460dad84b53c38db2d75e5ce16d9fcf5,5,6
PUC_46b109a32a8dae1479eab45dd06267db,5,6
PUC_47da654759fb0b870dd2551218e77ca3,2,6
PUC_47f2fb0937197b8298f1e099e9a36a2f,5,6
PUC_47f381eace28f354795de360acd4a055,3,6
PUC_4978da6d93c2f33fd5432a887d6f6d11,5,6
PUC_49b720281db14eafe64538c09c569c62,5,6
PUC_49fd405534ca74dadfa6359c2ae64d53,5,6
PUC_4ada0f1d0b05d294eeb69e045a546448,5,6
PUC_4b1871268529df9c9ae0f179b0af7208,5,6
PUC_4b70c0aeb5e6e7ce19ec1775faf938ba,5,6
PUC_4bbd72e30b7444d5bce6682d3d5dbdf6,5,6
PUC_4c5b26df8413b662b8caba916db99b89,5,6
PUC_4c8a64912886a4775c2b9054ab6639a5,2,6
PUC_4d60df4ca4f86b5bc2618dd86dabad93,5,6
PUC_4d7a88a69cb6034c14182f8b79d4a237,5,6
PUC_4d9312b5037589b33545d2de1214269c,5,6
PUC_4e9f878a93fe582f95b97c875a3330f0,5,6
PUC_4eba189f7b2c1f7e5bf4a523b6d66ca6,5,6
PUC_4fbc8946f83f1bd3a515e02cc9499892,5,6
PUC_4fbe58820bfcb545ee13427fdb2d0e9e,3,6
PUC_4fe40dd9a2ad8bd91e397c94c184ce66,5,6
PUC_501f342d3a469a2e5312c417704dd807,5,6
PUC_50219f22f2e635426aca223567341b1b,3,6
PUC_50261b0684ebc43e718acd5bef27460d,5,6
PUC_517910a35ad84d493297eee2416072df,5,6
PUC_51b607ec0f92465df19ddf230fefa079,5,6
PUC_51c9bed2e1dd665e403699c5ce0d9fc7,5,6
PUC_51ffb2d962bc0765bcbd5e60eefe2b16,5,6
PUC_5281bdb6bb38d5a7d9d31f3064252b3d,5,6
PUC_52ffa381cd2b3ac3fd73243bd9bfcce7,5,6
PUC_5343e2a8ebcde4c4c3c60fbb9db5a2f3,5,6
PUC_53ca42986c05f7f9a7ae56ca910f6643,5,6
PUC_5431a273f1c40985f31b0b1722402082,5,6
PUC_5434ce09b64e1a48452d4269b6e047ae,5,6
PUC_544da090bd5cba05d0fff7aeb629e156,5,6
PUC_54ad7ef53d2e7af2fc600ec41c76e24e,2,6
PUC_5502ce1493ec0de143619085572267b7,5,6
PUC_56677c3cebc789d814cb468cd31d31de,5,6
PUC_5701db56b3320a128d29f4690c4c90fd,2,6
PUC_57e9e27eef17bbb23fde9f310c8d02bb,5,6
PUC_5857474561901b07ab9fe7105c9abc27,2,6
PUC_5864c0ba8146b5fda228d0c0942188d8,5,6
PUC_58a16bc22e5a7a6cfdca6275d7f8d369,2,6
PUC_58b687940b2cc7eb8c285a07508836a7,5,6
PUC_58c7821e49566f3ce32a7d53a005103a,5,6
PUC_59447429442f2ac8280fbc33ce11c469,5,6
PUC_5ac744d91b106205577f60aa5ed8ef4f,5,6
PUC_5bcbcebdee5727e3923c974220a5a5d9,5,6
PUC_5c5edeeae373c8c1cf5002d3142f8530,5,6
PUC_5c729fa4f24ce247aa75e2d6d7806580,5,6
PUC_5ca184f9e74070cd9ce05091d37e45a9,5,6
PUC_5db1805aa00eaf27baed4cddcccd0abb,5,6
PUC_5e8689d021e908ff48232ec942f9e2f8,3,6
PUC_5fdcb368617a8e535f37f326f4c3ffde,5,6
PUC_60ee8a72274e272453b22b090f1fe48c,5,6
PUC_61eafe8ef5f81840dae6faaef29e55e7,5,6
PUC_62ada13edd2d41f5a46f824a4f4c649f,5,6
PUC_63122ff25f78f2179a8e21cc9a2dc1d5,3,6
PUC_63985e534f0ededf8b8a25f008051de6,5,6
PUC_6451f984d2bae8b1b63c0bd52ad4ad9f,5,6
PUC_648807c02300491d5bd4e48404aa5519,5,6
PUC_64ae8c33090eb6011566e2f006b5a6e1,2,6
PUC_653b54ea46b2235a1fdce3c88c1cc34b,5,6
PUC_67046c0198f2beef7104b3fd518da9ca,5,6
PUC_6780ef4b79a6f7d7ca9a5f56ca3f1b74,5,6
PUC_685cb565c3d5d557e4a1ea8c11ab61d2,5,6
PUC_6956ba7289f4afdc3dfe65186894774b,2,6
PUC_69ab53b07b57045a011570a8dd774c02,5,6
PUC_6a5c3b9121a6d0b9c31213e66979560a,5,6
PUC_6b172a079aa8874cc45f15293a9e5fe5,5,6
PUC_6c5392258815877d24f40a82535d7b86,5,6
PUC_6d7f37ef05e6bcd61b43006c64cbf5c6,5,6
PUC_6e92c323c634f3d67f09bc1adb48fb05,5,6
PUC_6e94e6ac12fd761cf40242800ebab24b,5,6
PUC_6ecf7d5c5294f3df6fdac5b00f260921,2,6
PUC_6ff14049fa6d6897ca884453809f6edd,5,6
PUC_70237fed41d23164c4e116398d8559bf,5,6
PUC_713af6bfb088e8e587aeae2bd5690ad6,5,6
PUC_716078d50010f80c7400a92a974f6670,5,6
PUC_718e3c9f96b090a0298233f36bd974ca,5,6
PUC_71d14bc5b4d7167c35d4d2f41d981827,5,6
PUC_72c6384f705e173fd297fc87c7e92f73,5,6
PUC_72f9da0fb2d31708672904b4f7f08557,2,6
PUC_736e9fa2df66cf460ea9b6e286fcd4e2,3,6
PUC_744c1eabd316170081bce75806ddfbb8,5,6
PUC_754d8b899e1702d98779a79f78f05e87,5,6
PUC_755944e6973bcbb310c853a85e1bc91a,5,6
PUC_766213407b7255274503873d3f9a1208,5,6
PUC_76657bd4c51a2695be28b22c1e69c953,5,6
PUC_773230003e847acf8e153b071194eaef,5,6
PUC_7780c2efad200d36f7219b5095352e00,5,6
PUC_77c15e0703da2a8171f077ae224e6a8d,5,6
PUC_78424d722b1403d6add2d9ec5b9fa8e8,2,6
PUC_785784d772db82277fddc705ea0bdf79,2,6
PUC_785de2f14153b1c5912d3b7141bfe555,5,6
PUC_7865c8e8957e2248daca66a742e41140,5,6
PUC_790ef4dca3d2a78b913a5498869f1323,5,6
PUC_79121ea27fadbc5c64a0ed366adcf094,5,6
PUC_7b5052cd59f48a8f2a7a2d7468d1c00a,5,6
PUC_7ca9177c5d2041b27fc29933f4bab308,5,6
PUC_7d77c92fbac4739c1cbb66a5c3aa825f,5,6
PUC_7dddd3d6b7548f46bf9033067148c486,5,6
PUC_7f2033b4151897d85d0304e3c0606f0c,5,6
PUC_801834eddad1de0583a974979ed3d2c0,5,6
PUC_809d42698f0c98432adfb3b04997fcef,4,6
PUC_80a56807b03df4a17e736a6c9a6b1c8c,5,6
PUC_8129c09a44d1101232e1497fb8e015e7,5,6
PUC_813bd21f5d4ae3dcba598c42ebf5e1b1,5,6
PUC_8153e78178bc93aba4668e76fb1679fd,5,6
PUC_817731b81910a766278b1cfa76cd90f8,5,6
PUC_81b8ec15fe1ae4b007b71321ba0d5862,5,6
PUC_84894a81444fd6d9f8f9b0d11c8fa069,2,6
PUC_84957a1fedec61b435f2522cf8eadf53,4,6
PUC_84a773d664fcf148093d10fb6939774c,5,6
PUC_853c2bd63c480a9bef96538e9369df4f,3,6
PUC_858536edb0ade9bbd336a44fbad7475c,5,6
PUC_863b77b86ec2c1a6aa19f23f0c34850f,5,6
PUC_8680eb4e6f192251dc3461308ea8b214,5,6
PUC_868b6f3d2df1274e7860174756a6e228,5,6
PUC_86d2528fbab6a35e62748c93769c2401,5,6
PUC_8770f5003d8a29102c406a889a2b5a10,5,6
PUC_880f7fe853f4ae484eca89a6d6eb6930,5,6
PUC_882624f103d7a44b47d11e78ec2a2439,5,6
PUC_8a12698e5580d001c94fe8cbe6a0c489,3,6
PUC_8b68a902a94727bb861fcc94bfb3d0d2,5,6
PUC_8c00b00d6399d433c385b534b78ec325,5,6
PUC_8c03053092d45c3ff5125c5385c12bca,5,6
PUC_8c25bcfb88a18e7c02c2e0f4386cfc34,5,6
PUC_8c84b04e7b6eb2b72b4d40e2a9a1b25c,5,6
PUC_8caa6129c8c92ebe8573e9be042e5b40,5,6
PUC_8d81b90dab7c6917d821240d2740c901,5,6
PUC_8d9aeda49779d88c928d7660eed27135,5,6
PUC_8da0690dbaf08e9296abeb609316e220,5,6
PUC_8da4c412d6ed0350e5e6ab4c90e9a1bc,5,6
PUC_8dcd4f1c402ddae3184d74763d1abc23,5,6
PUC_8e31a58c30315c8f18329e485e23f383,2,6
PUC_8e8d38524c4c1276bf469eb05c54f020,5,6
PUC_8e9a208af2428ef7df0dee48ad0af043,3,6
PUC_8f12b494cccb0664002663e992f4c8de,5,6
PUC_8f7da273e992ad28400f27ab1476c7dc,5,6
PUC_90061f366ddaa2eb2a690d9f05fe7ef1,5,6
PUC_90564401a516c73eb2dccb9a93d0235b,5,6
PUC_90f2898eeb03c1c76093d63063895bfd,5,6
PUC_90f3ccfcba278871c257d031089062a1,3,6
PUC_91a9b75664ad97616c979b081dc855b7,5,6
PUC_924d81991cf05709b265259ee3873c4e,5,6
PUC_92dc17a5702b3216a24752d99c86265f,5,6
PUC_94455c5e7eddd14f7cc587f6a794daa5,5,6
PUC_948214d8f26f82530a7a719364d2f497,5,6
PUC_94da9502d09543566582447b74edfe97,5,6
PUC_950152b7d2e0c012ab650c8fcf786fab,5,6
PUC_954d7c67482515ae1151558788bacf53,5,6
PUC_954f9bb8124814beb0c288ff42c51633,5,6
PUC_958688c4a88f7d006ce8985ede359a45,5,6
PUC_964faf7ca53514feb34f39ae49f991c9,5,6
PUC_96d5fb9746251450956a65f7d46e43d0,3,6
PUC_978906be892e575867771e86690e3148,5,6
PUC_98b938876d2af2c1219f482523c639ae,5,6
PUC_98e3fcf38aa3d3ad071e0721e6a27010,4,6
PUC_99a1a79a2dd9db592888c71fcfdbd243,5,6
PUC_9c622e17c1aa67616b953f07c1eef3cf,5,6
PUC_9c817ce29ddc043e4c538eae0d6ffbd0,5,6
PUC_9de244b4534f28f05231283e80e5bd5f,5,6
PUC_9e156b0f9f470acf36c2f53f6b1ba287,5,6
PUC_9eb253210beaec135df9ad8346c84576,5,6
PUC_9f2bf6848cad32bf2645752288b520bd,5,6
PUC_a05d73983f07038425ca8513d3206e5a,5,6
PUC_a0eb26c8df00ccdc690787a8c512392a,5,6
PUC_a11ec0a4bed6d47e0913ea938f55a703,5,6
PUC_a12e2211a8476a68b704a6092c2a632e,5,6
PUC_a2d79c962f98cdc30f58953e18f6c852,5,6
PUC_a35e08033ccd629e6246fa2e42f2b573,5,6
PUC_a374be8f6516ed859c7e20e2e7d4b26a,5,6
PUC_a38ce9a16fc80d11bfe04e9d2cd62386,5,6
PUC_a52dc053e9a9f01be4f9275cb911e889,5,6
PUC_a6642e39ec0ef2b8bced59ed718cb91f,5,6
PUC_a66492fd44efeea310cef443320262b3,5,6
PUC_a6a71d4528ceaa02442e0c99d4de98b2,5,6
PUC_a7d111262337bf07a5a61fa54be0dc6a,2,6
PUC_a890904e81be20d7c5041e057031206d,5,6
PUC_a899de1b952ad4561996a5adc6232e58,5,6
PUC_a8c3ed8cca5382614ecefc025dc7c9a0,3,6
PUC_a8fc27d52c0a81e82a5bbedd2e869ab9,3,6
PUC_a9f5d64668c82f9fb981eb12251089d2,5,6
PUC_ab66fe69c65e4605248052333a09a2a1,5,6
PUC_ab72eeb9d53fdfb77aa7633ccffb21cd,5,6
PUC_abe1249eb623dd67157e524064d9a2b2,5,6
PUC_acad1a9ce8c8be27937fb8836420e77e,5,6
PUC_ae6d16e7ffb6a16f80375c880445c9b3,5,6
PUC_aecc7a198a99bf11cfa6dba5e0ef7811,5,6
PUC_b021ea4d8d6c5512f2b7db2398a0e312,5,6
PUC_b026a1f202008d9dcf1854559a0f925a,5,6
PUC_b03a5e3933804254e8b366e10c8bff02,5,6
PUC_b1003f0e92f983ce571a923838039a01,5,6
PUC_b146deeb6759ae4e95257cb6ce1c4432,5,6
PUC_b2e71a4e7f861d0af62eb8502b177815,5,6
PUC_b2ecde2b3b95cc0d6e6e404bff1d9d94,5,6
PUC_b4b3d19731a3276a237cfdd7eda7b553,5,6
PUC_b4c8cf9cdf157d45bb32de9abbae603a,5,6
PUC_b585fee29be68eb7857d3d82df8cd6ed,5,6
PUC_b5cb760ac1cf51cbab97dd83da1693c5,5,6
PUC_b844c05c03fe8c7e38cfc40f0b1c7040,5,6
PUC_b8bb59562e1448d16ca0d2b18848edcf,5,6
PUC_b8fed311ea1d2724cd7d8741f1a22db8,5,6
PUC_b918be2d590a72c69e478038a777e903,5,6
PUC_b9641bb362659ee8ddcde88a4a5f5a16,5,6
PUC_b9a1155e863f9f904e954cc5c32430fd,5,6
PUC_b9f610e5315882b8a3dec6a7bf15166f,5,6
